Global Volcanism Program - Volcanoes of the World 5.1.7,,,,Downloaded on 31 May 2024 at 03:19 PM,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
358062,Aguilera,12307,Confirmed Eruption,,,,?,-2610,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-50.33,-73.75
352050,Cotopaxi,11517,Confirmed Eruption,,5,,,-2640,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
351040,Machin,11305,Confirmed Eruption,,,,?,-2650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.487,-75.389
355011,Taapaca,11805,Confirmed Eruption,,,,,-2950,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
357120,Villarrica,12091,Confirmed Eruption,,0,,,-2990,500,0,,0,,Correlation: Tephrochronology,,,,,,,,-39.42,-71.93
358041,Chaiten,20853,Confirmed Eruption,,5,,,-3100,220,,,,,Isotopic: 14C (calibrated),,,,,,,,-42.8349,-72.6514
351080,Galeras,11343,Confirmed Eruption,,3,,,-3150,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,1.22,-77.37
357150,Puyehue-Cordon Caulle,12197,Confirmed Eruption,Puyehue,,,,-3250,2400,0,,0,,Isotopic: Ar/Ar,,,,,,,,-40.59,-72.117
352050,Cotopaxi,11516,Confirmed Eruption,,5,,,-3280,500,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.677,-78.436
354006,Sabancaya,11743,Confirmed Eruption,,0,,,-3490,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-15.787,-71.857
352021,Atacazo,11451,Confirmed Eruption,Arenal II dome,4,P,,-3490,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.353,-78.617
352020,Guagua Pichincha,11465,Confirmed Eruption,,,,?,-3500,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
351030,"Tolima, Nevado del",11295,Confirmed Eruption,,,,,-3500,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
354010,"Misti, El",11756,Confirmed Eruption,,,,,-3510,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
351021,Santa Isabel,11268,Confirmed Eruption,,,,?,-3550,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.818,-75.365
357070,"Chillan, Nevados de",11964,Confirmed Eruption,Volcán Viejo,,,,-3660,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-36.868,-71.378
358023,Hornopiren,20848,Confirmed Eruption,,4,,,-3720,175,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.874,-72.431
357120,Villarrica,12090,Confirmed Eruption,,,,?,-3730,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
358070,"Burney, Monte",12325,Confirmed Eruption,,,,,-3740,10,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-52.33,-73.4
352002,Chachimbiro,11390,Confirmed Eruption,NNE flank (Pitzantzi lava dome),3,,?,-3740,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.468,-78.287
351040,Machin,11304,Confirmed Eruption,,,,,-3800,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.487,-75.389
352050,Cotopaxi,11513,Confirmed Eruption,,5,+,,-3880,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
358057,"Hudson, Cerro",12289,Confirmed Eruption,,,,,-3890,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
357093,Tolhuaca,22169,Confirmed Eruption,Pemehue,0,,>,-4000,,,,,,Uncertain,,,,,,,,-38.31,-71.645
354010,"Misti, El",11755,Confirmed Eruption,,,,,-4020,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
352071,Chimborazo,11605,Confirmed Eruption,,,,,-4130,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-1.469,-78.817
357150,Puyehue-Cordon Caulle,12196,Confirmed Eruption,,,,,-4230,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
351012,"Bravo, Cerro",11258,Confirmed Eruption,,4,,,-4280,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,5.091,-75.293
358020,Calbuco,12241,Confirmed Eruption,,,,,-4300,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-41.33,-72.618
355012,Parinacota,11811,Confirmed Eruption,South flank (lower Volcanes de Ajata),,,,-4320,1200,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-18.166,-69.142
352050,Cotopaxi,11512,Confirmed Eruption,,5,,,-4350,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
354000,Kimsachata-Oroscocha,11736,Confirmed Eruption,Oroscocha,,,?,-4450,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-14.131,-71.363
357150,Puyehue-Cordon Caulle,12195,Confirmed Eruption,Puyehue,,,,-4450,900,0,,0,,Isotopic: Ar/Ar,,,,,,,,-40.59,-72.117
357061,"Maule, Laguna del",22162,Confirmed Eruption,,0,,,-4450,,,,,,Isotopic: Ar/Ar,,,,,,,,-36.058,-70.492
357150,Puyehue-Cordon Caulle,12194,Confirmed Eruption,,,,?,-4460,,0,,0,,Correlation: Tephrochronology,,,,,,,,-40.59,-72.117
355011,Taapaca,11804,Confirmed Eruption,,,,,-4620,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
357150,Puyehue-Cordon Caulle,12193,Confirmed Eruption,,,,,-4690,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
358057,"Hudson, Cerro",12288,Confirmed Eruption,,6,,?,-4750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
352011,Pululahua,11418,Confirmed Eruption,,,,?,-4800,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.0464,-78.49
351021,Santa Isabel,11267,Confirmed Eruption,,,,?,-4800,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.818,-75.365
352020,Guagua Pichincha,11464,Confirmed Eruption,,,,,-4850,1350,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.171,-78.598
357093,Tolhuaca,22168,Confirmed Eruption,,3,,,-4885,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
357063,"Longavi, Nevado de",11949,Confirmed Eruption,,,,,-4890,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-36.1959,-71.1641
358050,Corcovado,12303,Confirmed Eruption,,,,,-4920,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-43.189,-72.794
358057,"Hudson, Cerro",12284,Confirmed Eruption,,,,,-4960,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
358054,Mentolat,12280,Confirmed Eruption,,,,,-5010,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-44.7,-73.08
358020,Calbuco,20874,Confirmed Eruption,,4,+,,-5030,180,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.33,-72.618
357112,Caburgua-Huelemolle,12019,Confirmed Eruption,Huelemolle and Caburgua cones,,,,-5050,1000,0,,0,,Correlation: Tephrochronology,,,,,,,,-39.25,-71.75
357066,Payun Matru,21002,Confirmed Eruption,Escorial del Matru caldera,0,,,-5050,1000,,,,,Isotopic: K/Ar,,,,,,,,-36.422,-69.241
357040,Planchon-Peteroa,11926,Confirmed Eruption,,3,,,-5080,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-35.223,-70.568
357150,Puyehue-Cordon Caulle,12192,Confirmed Eruption,Puyehue,5,,,-5080,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-40.59,-72.117
355100,Lascar,11846,Confirmed Eruption,Eastern crater,0,,,-5150,1250,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-23.37,-67.73
351030,"Tolima, Nevado del",11294,Confirmed Eruption,,,,,-5160,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.658,-75.33
355109,Socompa,11844,Confirmed Eruption,,,,?,-5250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-24.396,-68.246
357110,Llaima,12022,Confirmed Eruption,,,,,-5290,180,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-38.692,-71.729
351030,"Tolima, Nevado del",11293,Confirmed Eruption,,,,,-5310,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.658,-75.33
357093,Tolhuaca,22167,Confirmed Eruption,,3,,,-5371,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
354010,"Misti, El",11754,Confirmed Eruption,,,,,-5390,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
351011,Romeral,21077,Confirmed Eruption,,4,P,,-5390,350,,,,,Isotopic: 14C (uncalibrated),,,,,,,,5.203,-75.363
352071,Chimborazo,11604,Confirmed Eruption,,,,,-5410,75,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-1.469,-78.817
355011,Taapaca,11803,Confirmed Eruption,,,,,-5490,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
358040,Michinmahuida,12272,Confirmed Eruption,,5,,,-5500,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-42.799,-72.445
351021,Santa Isabel,11266,Confirmed Eruption,,,,?,-5500,,0,,0,,Isotopic: 14C (calibrated),,,,,,,,4.818,-75.365
352004,Imbabura,11395,Confirmed Eruption,Huarmi Imbabura,,,,-5550,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.258,-78.183
358080,Pali-Aike Volcanic Field,12330,Confirmed Eruption,,,,,-5550,2500,0,,0,,Correlation: Anthropology,,,,,,,,-52.082,-69.698
358020,Calbuco,12240,Confirmed Eruption,,4,,,-5820,880,0,,0,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
352050,Cotopaxi,11511,Confirmed Eruption,,5,+,,-5820,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
355012,Parinacota,11810,Confirmed Eruption,,,,,-5840,50,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.166,-69.142
357093,Tolhuaca,22166,Confirmed Eruption,,3,,,-5857,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
358050,Corcovado,12302,Confirmed Eruption,,,,,-6030,100,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-43.189,-72.794
352020,Guagua Pichincha,11463,Confirmed Eruption,,,,?,-6200,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
352020,Guagua Pichincha,11462,Confirmed Eruption,,,,?,-6300,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
358020,Calbuco,20865,Confirmed Eruption,,,,,-6300,1035,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
357122,Lanin,12080,Confirmed Eruption,,,,,-6340,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
352020,Guagua Pichincha,11461,Confirmed Eruption,,,,?,-6400,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
351011,Romeral,11257,Confirmed Eruption,,4,P,,-6510,200,,,,,Isotopic: 14C (uncalibrated),,,,,,,,5.203,-75.363
354006,Sabancaya,11742,Confirmed Eruption,,,,?,-6600,,0,,0,,Correlation: Tephrochronology,,,,,,,,-15.787,-71.857
358050,Corcovado,12301,Confirmed Eruption,,,,,-6640,770,0,,0,,Correlation: Tephrochronology,,,,,,,,-43.189,-72.794
358049,Yanteles,12276,Confirmed Eruption,,,,?,-6650,,0,,0,,Correlation: Tephrochronology,,,,,,,,-43.469,-72.782
352020,Guagua Pichincha,11460,Confirmed Eruption,,,,?,-6650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
352001,Soche,11389,Confirmed Eruption,,5,?,?,-6650,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,0.552,-77.58
358041,Chaiten,20854,Confirmed Eruption,,,,,-6650,1300,,,,,Correlation: Tephrochronology,,,,,,,,-42.8349,-72.6514
351020,"Ruiz, Nevado del",11270,Confirmed Eruption,Arenas Crater,,,<,-6660,,0,,0,,Correlation: Tephrochronology,,,,,,,,4.892,-75.324
357120,Villarrica,12089,Confirmed Eruption,,4,P,?,-6690,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-39.42,-71.93
358020,Calbuco,12239,Confirmed Eruption,,5,,,-6760,825,0,,0,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
357090,Copahue,11999,Confirmed Eruption,,,,?,-6820,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-37.856,-71.183
354020,Ubinas,11776,Confirmed Eruption,,,,,-6850,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.345,-70.8972
357110,Llaima,12021,Confirmed Eruption,,5,,,-6880,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-38.692,-71.729
357041,Infiernillo,11925,Confirmed Eruption,Volcán Hoyo Colorado,,,,-6890,40,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-35.123,-69.9
357070,"Chillan, Nevados de",11963,Confirmed Eruption,Volcán Viejo,,,,-6890,500,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-36.868,-71.378
352021,Atacazo,11450,Confirmed Eruption,La Cocha II dome,4,P,<,-6910,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.353,-78.617
352020,Guagua Pichincha,11459,Confirmed Eruption,,,,?,-7000,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.171,-78.598
351080,Galeras,11342,Confirmed Eruption,,,,,-7050,1000,0,,0,,Correlation: Tephrochronology,,,,,,,,1.22,-77.37
354010,"Misti, El",11753,Confirmed Eruption,,,,,-7190,150,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.294,-71.409
358049,Yanteles,12275,Confirmed Eruption,,,,,-7240,150,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-43.469,-72.782
355100,Lascar,11845,Confirmed Eruption,Lascar II (Tumbres scoria flow),,,?,-7250,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-23.37,-67.73
358070,"Burney, Monte",12324,Confirmed Eruption,,,,,-7390,200,0,,0,,Correlation: Tephrochronology,,,,,,,,-52.33,-73.4
357110,Llaima,12020,Confirmed Eruption,,,,,-7410,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-38.692,-71.729
358070,"Burney, Monte",12323,Confirmed Eruption,,5,,,-7450,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-52.33,-73.4
352071,Chimborazo,11603,Confirmed Eruption,,,,,-7500,2500,0,,0,,Correlation: Tephrochronology,,,,,,,,-1.469,-78.817
357120,Villarrica,12088,Confirmed Eruption,,0,,,-7520,900,0,,0,,Correlation: Tephrochronology,,,,,,,,-39.42,-71.93
358020,Calbuco,20864,Confirmed Eruption,,4,,,-7550,45,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.33,-72.618
352050,Cotopaxi,11510,Confirmed Eruption,,2,,,-7690,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-0.677,-78.436
352080,Tungurahua,11609,Confirmed Eruption,,4,,?,-7750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-1.467,-78.442
358041,Chaiten,12270,Confirmed Eruption,,5,,,-7750,200,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-42.8349,-72.6514
357080,Antuco,11994,Confirmed Eruption,,,,?,-7750,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-37.406,-71.349
354030,Huaynaputina,11794,Confirmed Eruption,,,,,-7750,200,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-16.6144,-70.8542
351030,"Tolima, Nevado del",11292,Confirmed Eruption,,4,P,,-7800,300,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,4.658,-75.33
355011,Taapaca,11802,Confirmed Eruption,,,,,-7900,75,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-18.1,-69.5
358020,Calbuco,20863,Confirmed Eruption,,,,,-7930,275,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
355012,Parinacota,22160,Confirmed Eruption,Ajata,,,,-7950,,,,,,Isotopic: Ar/Ar,,,,,,,,-18.166,-69.142
358020,Calbuco,20862,Confirmed Eruption,,,,,-7990,290,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
358057,"Hudson, Cerro",12283,Confirmed Eruption,,,,?,-8010,,0,,0,,Isotopic: 14C (uncalibrated),,,,,,,,-45.9,-72.97
352022,Chacana,11454,Confirmed Eruption,,,,?,-8050,,0,,0,,Correlation: Tephrochronology,,,,,,,,-0.375,-78.25
358020,Calbuco,20861,Confirmed Eruption,,,,,-8100,1300,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
358020,Calbuco,20860,Confirmed Eruption,,,,,-8210,290,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
353050,"Negra, Sierra",11697,Confirmed Eruption,,0,,,-8250,1600,0,,0,,Isotopic: Cosmic Ray Exposure,,,,,,,,-0.83,-91.17
358020,Calbuco,20859,Confirmed Eruption,,,,,-8320,250,,,,,Correlation: Tephrochronology,,,,,,,,-41.33,-72.618
358040,Michinmahuida,20855,Confirmed Eruption,,6,,,-8400,150,,,,,Isotopic: 14C (calibrated),,,,,,,,-42.799,-72.445
358020,Calbuco,20858,Confirmed Eruption,,5,,,-8460,155,,,,,Isotopic: 14C (calibrated),,,,,,,,-41.33,-72.618
354020,Ubinas,11775,Confirmed Eruption,,,,,-8560,300,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-16.345,-70.8972
357122,Lanin,12079,Confirmed Eruption,,,,,-9240,500,0,,0,,Isotopic: 14C (calibrated),,,,,,,,-39.637,-71.502
357121,Quetrupillan,22351,Confirmed Eruption,,3,,,-10658,29,,,,,Isotopic: 14C (calibrated),,,,,,,,-39.496,-71.722
357121,Quetrupillan,22352,Confirmed Eruption,,3,,,-11345,932,,,,,Isotopic: 14C (calibrated),,,,,,,,-39.496,-71.722
